seat_id,showtime_id,status
E04,234,available
E05,234,available
E06,234,available
E07,234,available
E08,234,available
E09,234,available
E10,234,available
E11,234,available
E12,234,available
E13,234,available
E14,234,available
E15,234,available
E16,234,available
E17,234,available
E18,234,available
E19,234,available
E20,234,available
E21,234,available
E22,234,available
E23,234,available
E24,234,available
E25,234,available
F01,234,available
F02,234,available
F03,234,available
F04,234,available
F05,234,available
F06,234,available
F07,234,available
F08,234,available
F09,234,available
F10,234,available
F11,234,available
F12,234,available
F13,234,available
F14,234,available
F15,234,available
F16,234,available
F17,234,available
F18,234,available
F19,234,available
F20,234,available
F21,234,available
F22,234,available
F23,234,available
F24,234,available
F25,234,available
G01,234,available
G02,234,available
G03,234,available
G04,234,available
G05,234,available
G06,234,available
G07,234,available
G08,234,available
G09,234,available
G10,234,available
G11,234,available
G12,234,available
G13,234,available
G14,234,available
G15,234,available
G16,234,available
G17,234,available
G18,234,available
G19,234,available
G20,234,available
G21,234,available
G22,234,available
G23,234,available
G24,234,available
G25,234,available
H01,234,available
H02,234,available
H03,234,available
H04,234,available
H05,234,available
H06,234,available
H07,234,available
H08,234,available
H09,234,available
H10,234,available
H11,234,available
H12,234,available
H13,234,available
H14,234,available
H15,234,available
H16,234,available
H17,234,available
H18,234,available
H19,234,available
H20,234,available
H21,234,available
H22,234,available
H23,234,available
H24,234,available
H25,234,available
I01,234,available
I02,234,available
I03,234,available
I04,234,available
I05,234,available
I06,234,available
I07,234,available
I08,234,available
I09,234,available
I10,234,available
I11,234,available
I12,234,available
I13,234,available
I14,234,available
I15,234,available
I16,234,available
I17,234,available
I18,234,available
I19,234,available
I20,234,available
I21,234,available
I22,234,available
I23,234,available
I24,234,available
I25,234,available
J01,234,available
J02,234,available
J03,234,available
J04,234,available
J05,234,available
J06,234,available
J07,234,available
J08,234,available
J09,234,available
J10,234,available
J11,234,available
J12,234,available
J13,234,available
J14,234,available
J15,234,available
J16,234,available
J17,234,available
J18,234,available
J19,234,available
J20,234,available
J21,234,available
J22,234,available
J23,234,available
J24,234,available
J25,234,available
